annee_deces,nom,sexe,date_naissance,precision_naissance,date_deces,precision_deces,age_au_deces,nb_editions_wikipedia,dates_ambigues,article_wikipedia_fr,wikidata_id
1990,Adrien Brelet,homme,1900,année,1990,année,,1,,,Q58336469
1990,Alain Touchagues,homme,1958-01-16,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/Alain_Touchagues,Q107598496
1990,André Franc,homme,1911-01-11,jour,1990,décennie,,2,,,Q4759907
1990,André Leconte,homme,1894-11-22,jour,1990,année,,5,,https://fr.wikipedia.org/wiki/Andr%C3%A9_Leconte,Q20707956
1990,Anne-Marie Boumier,femme,1897,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Anne-Marie_Boumier,Q2850830
1990,Benjamin Lewinski,homme,1916-05-25,jour,1990,année,,2,,,Q106146116
1990,Charles Deméry,homme,,,1990,année,,1,,,Q110842782
1990,Charles Mauu,homme,1918,année,1990,année,,3,,https://fr.wikipedia.org/wiki/Charles_Mauu,Q2959772
1990,Christian de Waldner,homme,1908,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Christian_de_Waldner,Q28356025
1990,Christopher Blathwayt,homme,1912,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Christopher_Blathwayt,Q2966549
1990,Clémence Jusselin,femme,1890,siècle,1990,siècle,,2,,https://fr.wikipedia.org/wiki/Cl%C3%A9mence_Jusselin,Q63340059
1990,Edmond Boulanger,homme,1928,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Edmond_Boulanger,Q110303757
1990,Eugène Fidler,homme,1910,année,1990,année,,4,,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Fidler,Q764542
1990,Eugène de Villeurbanne,homme,1904,année,1990,année,,1,,,Q5850632
1990,Gilberte Lindemann,femme,1913,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Gilberte_Lindemann,Q3105921
1990,Guillaume Gianinetto,homme,1920,année,1990,année,,1,,,Q73878740
1990,Gérardo Apruzzese,homme,1902,année,1990,année,,2,,,Q16073404
1990,Houari Souiah,homme,1915-09-21,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/Houari_Souiah,Q21093131
1990,Jacques Berenguer,homme,1936-10-27,jour,1990,année,,1,,,Q3806015
1990,Jacques Georges Pottier,homme,1892,année,1990,année,,1,,,Q5924657
1990,Jean De Marco,homme,1898,année,1990,année,,1,,,Q62390201
1990,Jean Hiriart-Urruti Abittu,homme,1927-02-11,jour,1990,année,,1,,,Q21074473
1990,Jean Martinet,homme,1937,année,1990,année,,2,,https://fr.wikipedia.org/wiki/Jean_Martinet_(math%C3%A9maticien),Q15434272
1990,Jean Schwarz,homme,1917-08-08,jour,1990,année,,2,,https://fr.wikipedia.org/wiki/Jean_Schwarz_(rabbin),Q3174594
1990,Jean Ung Lich Ham Nghi d'Annam,homme,1910-07-06,jour,1990,année,,3,,,Q18415853
1990,Jeanne Surugue,femme,1896,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Jeanne_Surugue,Q120647819
1990,Lech Wróblewski,homme,1918-11-13,jour,1990,année,,1,,,Q102175876
1990,Louis-Dominique Girard,homme,1911,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Louis-Dominique_Girard,Q46255107
1990,Léon Schwarz-Abrys,homme,1905-05-05,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/L%C3%A9on_Schwarz-Abrys,Q21427971
1990,Marcelle Jaulent dos Reis,femme,1892,année,1990,année,,1,,,Q61755212
1990,Marie-Antoine-Arthur-Olivier Poydenot,homme,1895,année,1990,année,,1,,,Q12795697
1990,Marthe Bréga,femme,1899,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Marthe_Br%C3%A9ga,Q110953224
1990,Nadine Suarès,femme,1893-03-10,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/Nadine_Suar%C3%A8s,Q3334949
1990,Nathan Gutman,homme,1914,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Nathan_Gutman,Q87980676
1990,Noureddine Staifi,homme,1955,année,1990,année,,1,,,Q115283243
1990,Pierre Romans,homme,1950,année,1990,année,,3,,https://fr.wikipedia.org/wiki/Pierre_Romans,Q17497043
1990,Raymond Johanny,homme,1918,année,1990,année,,1,,,Q18784977
1990,Robert Brunschvig,homme,1901-10-06,jour,1990,année,,5,,https://fr.wikipedia.org/wiki/Robert_Brunschvig,Q12198092
1990,Robert Villecampe,homme,1912-11-04,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/Robert_Villecampe,Q117194545
1990,Salem Shentoub,homme,1917,année,1990,année,,1,,https://fr.wikipedia.org/wiki/Salem_Shentoub,Q3469694
1990,Simone Poujade,femme,1893,année,1990,siècle,,1,,https://fr.wikipedia.org/wiki/Suzanne_Poujade,Q88884796
1990,Thierry Vincent,homme,1942-10-20,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/Thierry_Vincent_(chanteur),Q19629023
1990,Tony Agostini,homme,1916-04-29,jour,1990,année,,2,oui,https://fr.wikipedia.org/wiki/Tony_Agostini,Q22683404
1990,William Bechtel,homme,1894-10-01,jour,1990,année,,1,,https://fr.wikipedia.org/wiki/William_Bechtel_(espion),Q108520865
1990,Raymond Petit,homme,1910-01-18,jour,1990-01-01,jour,79,4,,https://fr.wikipedia.org/wiki/Raymond_Petit,Q28097737
1990,Jean-Claude Demonté,homme,1937-04-24,jour,1990-01-02,jour,52,2,,https://fr.wikipedia.org/wiki/Jean-Claude_Demont%C3%A9,Q20872068
1990,Philippe Tisson,homme,1903-03-08,jour,1990-01-02,jour,86,1,,,Q27656847
1990,André Rives-Henrys,homme,1917-01-24,jour,1990-01-04,jour,72,2,,https://fr.wikipedia.org/wiki/Andr%C3%A9_Rives-Henr%C3%BFs,Q2848539
1990,Gaston Criel,homme,1913-09-30,jour,1990-01-05,jour,76,1,,https://fr.wikipedia.org/wiki/Gaston_Criel,Q18001878
1990,Georgette Paul,femme,1901-11-25,jour,1990-01-05,jour,88,2,,https://fr.wikipedia.org/wiki/Georgette_Paul,Q47843636
1990,Henri Lacaze,homme,1908-02-09,jour,1990-01-05,jour,81,1,,https://fr.wikipedia.org/wiki/Henri_Lacaze_(homme_politique),Q17350709
1990,Kléber Piot,homme,1920-10-18,jour,1990-01-05,jour,69,11,,https://fr.wikipedia.org/wiki/Kl%C3%A9ber_Piot,Q3197946
1990,Claude Idoux,homme,1915-02-27,jour,1990-01-06,jour,74,1,,https://fr.wikipedia.org/wiki/Claude_Idoux,Q25391877
1990,Georges Bykadoroff,homme,1918-05-10,jour,1990-01-06,jour,71,1,,,Q118645148
1990,Joseph Dehergne,homme,1903-03-10,jour,1990-01-06,jour,86,2,oui,https://fr.wikipedia.org/wiki/Joseph_Dehergne,Q17057616
1990,Afonso Stuart,homme,1895-08-19,jour,1990-01-08,jour,94,1,,,Q113324440
1990,Erik Wessel-Fougstedt,homme,1915-06-18,jour,1990-01-08,jour,74,2,,,Q25742588
1990,Pierre Bertrand,homme,1907-08-23,jour,1990-01-08,jour,82,2,,https://fr.wikipedia.org/wiki/Pierre_Bertrand_(football),Q3383961
1990,Raymond Krug,homme,1924-10-19,jour,1990-01-08,jour,65,6,,https://fr.wikipedia.org/wiki/Raymond_Krug,Q18744794
1990,Émile Hogard,homme,1894-03-12,jour,1990-01-08,jour,95,1,,https://fr.wikipedia.org/wiki/%C3%89mile_Hogard,Q16855583
1990,Alfred Coste-Floret,homme,1911-04-09,jour,1990-01-09,jour,78,4,,https://fr.wikipedia.org/wiki/Alfred_Coste-Floret,Q2835031
1990,Jacques Soufflet,homme,1912-10-04,jour,1990-01-09,jour,77,7,,https://fr.wikipedia.org/wiki/Jacques_Soufflet,Q3160022
1990,Pierre Herman,homme,1910-12-20,jour,1990-01-09,jour,79,2,,https://fr.wikipedia.org/wiki/Pierre_Herman,Q3385449
1990,Shlomo Pinès,homme,1908-08-05,jour,1990-01-09,jour,81,9,,https://fr.wikipedia.org/wiki/Shlomo_Pin%C3%A8s,Q2920042
1990,Juliet Berto,femme,1947-01-16,jour,1990-01-10,jour,42,22,,https://fr.wikipedia.org/wiki/Juliet_Berto,Q440036
1990,Francis Pagnon,homme,1950-04-07,jour,1990-01-11,jour,39,2,,https://fr.wikipedia.org/wiki/Francis_Pagnon,Q2944190
1990,Hector de Galard,homme,1921-03-30,jour,1990-01-11,jour,68,1,,https://fr.wikipedia.org/wiki/Hector_de_Galard,Q3129296
1990,Léon Tournier-Billion,homme,1899-04-02,jour,1990-01-11,jour,90,1,,,Q112839094
1990,Henri Longuet,homme,1902-10-17,jour,1990-01-12,jour,87,1,,https://fr.wikipedia.org/wiki/Henri_Longuet,Q19358674
1990,Étienne de Ganay,homme,1899-09-18,jour,1990-01-12,jour,90,1,,https://fr.wikipedia.org/wiki/%C3%89tienne_de_Ganay,Q3065787
1990,Alexandre Katlama,homme,1910-10-09,jour,1990-01-13,jour,79,2,,,Q21099322
1990,Gaston Crunelle,homme,1898-08-18,jour,1990-01-13,jour,91,5,,https://fr.wikipedia.org/wiki/Gaston_Crunelle,Q3098960
1990,Pierre Pascal,homme,1909-04-16,jour,1990-01-13,jour,80,7,,https://fr.wikipedia.org/wiki/Pierre_Pascal_(iraniste),Q25249306
1990,Pierre Carous,homme,1913-09-17,jour,1990-01-14,jour,76,2,,https://fr.wikipedia.org/wiki/Pierre_Carous,Q3384298
1990,Robert-Daniel Etchécopar,homme,1905-09-04,jour,1990-01-14,jour,84,3,,https://fr.wikipedia.org/wiki/Robert-Daniel_Etch%C3%A9copar,Q16235199
1990,Robert Morel,homme,1922-03-22,jour,1990-01-15,jour,67,1,,https://fr.wikipedia.org/wiki/Robert_Morel,Q3435962
1990,Yvonne Hébert,femme,1902-01-02,jour,1990-01-15,jour,88,3,,https://fr.wikipedia.org/wiki/Yvonne_H%C3%A9bert,Q3574201
1990,Étienne Laget,homme,1896-11-21,jour,1990-01-15,jour,93,1,,https://fr.wikipedia.org/wiki/%C3%89tienne_Laget,Q3175870
1990,Jean Saint-Fort Paillard,homme,1913-08-04,jour,1990-01-16,jour,76,15,,https://fr.wikipedia.org/wiki/Jean_Saint-Fort_Paillard,Q3042959
1990,Jean-Jacques Peschard,homme,1930-04-27,jour,1990-01-16,jour,59,1,,https://fr.wikipedia.org/wiki/Jean-Jacques_Peschard,Q3166379
1990,Raffig Tullou,homme,1909-01-06,jour,1990-01-16,jour,81,4,,https://fr.wikipedia.org/wiki/Raffig_Tullou,Q3417374
1990,Robert Lamartine,homme,1935-06-15,jour,1990-01-16,jour,54,12,,https://fr.wikipedia.org/wiki/Robert_Lamartine,Q332073
1990,André Morice,homme,1900-10-10,jour,1990-01-17,jour,89,6,oui,https://fr.wikipedia.org/wiki/Andr%C3%A9_Morice,Q2848330
1990,Charles Hernu,homme,1923-07-03,jour,1990-01-17,jour,66,15,,https://fr.wikipedia.org/wiki/Charles_Hernu,Q670809
1990,Léon Motchane,homme,1900-06-19,jour,1990-01-17,jour,89,10,,https://fr.wikipedia.org/wiki/L%C3%A9on_Motchane,Q3271217
1990,Mireille Dumont,femme,1901-10-14,jour,1990-01-18,jour,88,3,,https://fr.wikipedia.org/wiki/Mireille_Dumont,Q195499
1990,Véronique Le Guen,femme,1956-07-16,jour,1990-01-18,jour,33,3,,https://fr.wikipedia.org/wiki/V%C3%A9ronique_Le_Guen,Q26769579
1990,Pierre Barbizet,homme,1922-09-12,jour,1990-01-19,jour,67,9,,https://fr.wikipedia.org/wiki/Pierre_Barbizet,Q2025977
1990,Claude Auclair,homme,1943-05-01,jour,1990-01-20,jour,46,8,,https://fr.wikipedia.org/wiki/Claude_Auclair,Q1096460
1990,Edmond-Marie-Jean Wolff,homme,1905-04-15,jour,1990-01-20,jour,84,2,,,Q43146749
1990,Fernand Vandernotte,homme,1902-07-12,jour,1990-01-20,jour,87,15,,https://fr.wikipedia.org/wiki/Fernand_Vandernotte,Q3055080
1990,Marcel Bernier,homme,1912-08-08,jour,1990-01-21,jour,77,4,oui,https://fr.wikipedia.org/wiki/Marcel_Bernier,Q3288665
1990,Pierre Nicolas,homme,1921-09-11,jour,1990-01-21,jour,68,3,,https://fr.wikipedia.org/wiki/Pierre_Nicolas,Q3386430
1990,Eugène Connangle,homme,1902-06-29,jour,1990-01-22,jour,87,1,,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Connangle,Q111208927
1990,Sigismond Hirsch,homme,1906-01-22,jour,1990-01-22,jour,84,2,,https://fr.wikipedia.org/wiki/Sigismond_Hirsch,Q20900211
1990,Pierre Berjole,homme,1897-03-20,jour,1990-01-23,jour,92,1,,https://fr.wikipedia.org/wiki/Pierre_Berjole,Q3383939
1990,Georges Bérard-Quélin,homme,1917-09-25,jour,1990-01-24,jour,72,1,,https://fr.wikipedia.org/wiki/Georges_B%C3%A9rard-Qu%C3%A9lin,Q3102405
1990,Max-Alain Chevallier,homme,1922-05-07,jour,1990-01-24,jour,67,1,,https://fr.wikipedia.org/wiki/Max-Alain_Chevallier,Q50378775
1990,Paul Grossin,homme,1901-01-01,jour,1990-01-24,jour,89,4,,https://fr.wikipedia.org/wiki/Paul_Grossin,Q3371371
1990,Amable Audin,homme,1899-07-26,jour,1990-01-25,jour,90,8,,https://fr.wikipedia.org/wiki/Amable_Audin,Q2840794
1990,Denys Morisset,homme,1930-08-08,jour,1990-01-25,jour,59,1,,https://fr.wikipedia.org/wiki/Denys_Morisset,Q27929490
1990,Fernand Fournier,homme,1894-07-26,jour,1990-01-25,jour,95,1,,https://fr.wikipedia.org/wiki/Fernand_Fournier,Q3069156
1990,Marie-Joseph Le Guillou,homme,1920-12-25,jour,1990-01-25,jour,69,1,,https://fr.wikipedia.org/wiki/Marie-Joseph_Le_Guillou,Q3291947
1990,Dorothée Le Maître,femme,1896-09-01,jour,1990-01-26,jour,93,5,,https://fr.wikipedia.org/wiki/Doroth%C3%A9e_Le_Ma%C3%AEtre,Q16629810
1990,Geneviève Prigent,femme,1909-12-04,jour,1990-01-26,jour,80,5,oui,https://fr.wikipedia.org/wiki/Genevi%C3%A8ve_Prigent,Q75394738
1990,Michel Bénazet,homme,1908-09-01,jour,1990-01-26,jour,81,1,,https://fr.wikipedia.org/wiki/Michel_B%C3%A9nazet,Q114890224
1990,Francine Benoît,femme,1894-07-30,jour,1990-01-27,jour,95,5,,https://fr.wikipedia.org/wiki/Francine_Beno%C3%AEt,Q3081188
1990,Ann Tiné,femme,1916-03-30,jour,1990-01-29,jour,73,1,,https://fr.wikipedia.org/wiki/Ann_Tin%C3%A9,Q110748780
1990,Jean Brian,homme,1910-08-24,jour,1990-01-29,jour,79,1,,https://fr.wikipedia.org/wiki/Jean_Brian,Q96474882
1990,Jean Pignol,homme,1924-08-29,jour,1990-01-30,jour,65,3,,https://fr.wikipedia.org/wiki/Jean_Pignol,Q3174023
1990,Paul Arzens,homme,1903-08-28,jour,1990-02-02,jour,86,6,,https://fr.wikipedia.org/wiki/Paul_Arzens,Q254131
1990,Vincent Graule,homme,1904-01-22,jour,1990-02-02,jour,86,2,,https://fr.wikipedia.org/wiki/Vincent_Graule,Q3559652
1990,André Servat,homme,1907-08-24,jour,1990-02-03,jour,82,1,,https://fr.wikipedia.org/wiki/Andr%C3%A9_Servat,Q2848637
1990,Marcel Thévenet,homme,1915-07-09,jour,1990-02-03,jour,74,5,,https://fr.wikipedia.org/wiki/Marcel_Th%C3%A9venet,Q22071254
1990,Georges Charbonnier,homme,1913-10-01,jour,1990-02-04,jour,76,1,,https://fr.wikipedia.org/wiki/Georges_Charbonnier,Q20666423
1990,Gaston Mayor,homme,1908-02-29,jour,1990-02-05,jour,81,4,,https://fr.wikipedia.org/wiki/Gaston_Mayor,Q23926203
1990,Joseph Mauclair,homme,1906-03-09,jour,1990-02-05,jour,83,8,,https://fr.wikipedia.org/wiki/Joseph_Mauclair,Q3185345
1990,Père Marie-Benoît,homme,1895-03-30,jour,1990-02-05,jour,94,9,,https://fr.wikipedia.org/wiki/P%C3%A8re_Marie-Beno%C3%AEt,Q555574
1990,Jean Sécember,homme,1911-04-10,jour,1990-02-06,jour,78,8,,https://fr.wikipedia.org/wiki/Jean_S%C3%A9cember,Q3174721
1990,Jeannine Auboyer,femme,1912-09-06,jour,1990-02-06,jour,77,7,,https://fr.wikipedia.org/wiki/Jeannine_Auboyer,Q28377863
1990,Abderrahmane Nekli,homme,1914-07-14,jour,1990-02-08,jour,75,3,,https://fr.wikipedia.org/wiki/Abderrahmane_Nekli,Q2821265
1990,Henri Azeau,homme,1922-02-04,jour,1990-02-08,jour,68,2,,https://fr.wikipedia.org/wiki/Henri_Azeau,Q3130600
1990,Georges Dastor,homme,1904-07-08,jour,1990-02-09,jour,85,1,,https://fr.wikipedia.org/wiki/Georges_Dastor,Q15972646
1990,Hélène Maige-Hocquette,femme,1902-06-16,jour,1990-02-09,jour,87,1,,https://fr.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Maige-Hocquette,Q62132511
1990,Marie-Dominique Chenu,homme,1895-01-07,jour,1990-02-11,jour,95,18,,https://fr.wikipedia.org/wiki/Marie-Dominique_Chenu,Q1235373
1990,Yvon Sarray,homme,1917-11-18,jour,1990-02-13,jour,72,1,,https://fr.wikipedia.org/wiki/Yvon_Sarray,Q3574153
1990,Jean Bretonnel,homme,1910-01-18,jour,1990-02-14,jour,80,1,,https://fr.wikipedia.org/wiki/Jean_Bretonnel,Q42602647
1990,Michel Drach,homme,1930-10-18,jour,1990-02-14,jour,59,15,,https://fr.wikipedia.org/wiki/Michel_Drach,Q530783
1990,Jean Saint-Cyr,homme,1899-03-07,jour,1990-02-15,jour,90,1,,https://fr.wikipedia.org/wiki/Jean_Saint-Cyr,Q3174509
1990,Pierre Bédat de Monlaur,homme,1907-04-22,jour,1990-02-16,jour,82,1,,https://fr.wikipedia.org/wiki/Pierre_B%C3%A9dat_de_Monlaur,Q3384234
1990,Jean-Marc Boivin,homme,1951-04-06,jour,1990-02-17,jour,38,4,,https://fr.wikipedia.org/wiki/Jean-Marc_Boivin,Q3167337
1990,Lucien Romani,homme,1909-11-19,jour,1990-02-17,jour,80,1,,https://fr.wikipedia.org/wiki/Lucien_Romani,Q45289449
1990,Jacques Chouillet,homme,1915-04-13,jour,1990-02-19,jour,74,2,,https://fr.wikipedia.org/wiki/Jacques_Chouillet,Q1677941
1990,Claude Panier,homme,1912-12-13,jour,1990-02-20,jour,77,3,,https://fr.wikipedia.org/wiki/Claude_Panier,Q16012491
1990,Christian Lenté,homme,1912-05-22,jour,1990-02-21,jour,77,5,,https://fr.wikipedia.org/wiki/Christian_Lent%C3%A9,Q9191021
1990,Guillaume Met de Penninghen,homme,1912-02-13,jour,1990-02-21,jour,78,1,,https://fr.wikipedia.org/wiki/Guillaume_Met_de_Penninghen,Q3120085
1990,Yvan Fortunel,homme,1923-06-28,jour,1990-02-23,jour,66,1,,https://fr.wikipedia.org/wiki/Yvan_Fortunel,Q111907499
1990,Chérif Mécheri,homme,1902-12-27,jour,1990-02-24,jour,87,1,,https://fr.wikipedia.org/wiki/Ch%C3%A9rif_M%C3%A9cheri,Q2972074
1990,Gabriel Sempé,homme,1901-04-02,jour,1990-02-24,jour,88,4,,https://fr.wikipedia.org/wiki/Gabriel_Semp%C3%A9,Q19999746
1990,Marie-Antoinette Allemandi,femme,1915-08-08,jour,1990-02-24,jour,74,1,,,Q138632663
1990,André Ponsard,homme,1923-01-10,jour,1990-02-25,jour,67,1,,https://fr.wikipedia.org/wiki/Andr%C3%A9_Ponsard,Q24937511
1990,Anne Kjærsgaard,femme,1933-11-27,jour,1990-02-25,jour,56,1,,https://fr.wikipedia.org/wiki/Anne_Kj%C3%A6rsgaard,Q2851147
1990,René Mérelle,homme,1903-08-24,jour,1990-02-25,jour,86,1,,https://fr.wikipedia.org/wiki/Ren%C3%A9_M%C3%A9relle,Q3426669
1990,Dominique Wapler,homme,1919-01-01,jour,1990-02-26,jour,71,2,,https://fr.wikipedia.org/wiki/Dominique_Wapler,Q3035528
1990,Roger Caccia,homme,1904-10-25,jour,1990-02-26,jour,85,2,,https://fr.wikipedia.org/wiki/Roger_Caccia,Q3438773
1990,Bửu Lộc,homme,1914-08-22,jour,1990-02-27,jour,75,9,,https://fr.wikipedia.org/wiki/B%E1%BB%ADu_L%E1%BB%99c,Q7022900
1990,Trần Minh Tiết,homme,1918-05-01,jour,1990-02-27,jour,71,1,,,Q10829384
1990,Gérard Patris,homme,1931-03-05,jour,1990-02-28,jour,58,4,,https://fr.wikipedia.org/wiki/G%C3%A9rard_Patris,Q3124227
1990,Henri A. Pabot,homme,1916-11-27,jour,1990-02-28,jour,73,1,,,Q33687480
1990,Fatima Zekkal,femme,1928-03-23,jour,1990-03,mois,,2,,https://fr.wikipedia.org/wiki/Fatima_Zekkal,Q47510728
1990,Cécile Huk,femme,1907-12-20,jour,1990-03-01,jour,82,1,,,Q98280473
1990,Jacques Joseph Pierre Marie Bertho,homme,1902-08-17,jour,1990-03-02,jour,87,1,,https://fr.wikipedia.org/wiki/Jacques_Bertho,Q28108499
1990,Lucien Malavard,homme,1910-10-07,jour,1990-03-02,jour,79,1,,https://fr.wikipedia.org/wiki/Lucien_Malavard,Q3265623
1990,Louis Page,homme,1905-03-16,jour,1990-03-03,jour,84,6,,https://fr.wikipedia.org/wiki/Louis_Page_(directeur_de_la_photographie),Q3262834
1990,Henri Desoille,homme,1900-12-11,jour,1990-03-04,jour,89,1,,https://fr.wikipedia.org/wiki/Henri_Desoille,Q47013459
1990,Gina Pane,femme,1939-05-24,jour,1990-03-05,jour,50,14,,https://fr.wikipedia.org/wiki/Gina_Pane,Q267845
1990,Marcel Cerneau,homme,1905-07-02,jour,1990-03-05,jour,84,1,,https://fr.wikipedia.org/wiki/Marcel_Cerneau,Q3288780
1990,Roger Grégoire,homme,1913-08-29,jour,1990-03-05,jour,76,2,,https://fr.wikipedia.org/wiki/Roger_Gr%C3%A9goire_(haut_fonctionnaire),Q95200526
1990,Auriant,homme,1896-08-21,jour,1990-03-06,jour,93,1,,https://fr.wikipedia.org/wiki/Auriant,Q56033173
1990,Laure Guille-Bataillon,femme,1928-01-23,jour,1990-03-06,jour,62,4,,https://fr.wikipedia.org/wiki/Laure_Guille-Bataillon,Q19629785
1990,Marc Martin-Siegfried,homme,1911-06-21,jour,1990-03-06,jour,78,1,,https://fr.wikipedia.org/wiki/Marc_Martin-Siegfried,Q108933930
1990,Claude Arrieu,femme,1903-11-30,jour,1990-03-07,jour,86,12,,https://fr.wikipedia.org/wiki/Claude_Arrieu,Q272886
1990,Roger Fulchiron,homme,1903-03-23,jour,1990-03-07,jour,86,3,,https://fr.wikipedia.org/wiki/Roger_Fulchiron,Q16889975
1990,Martial Singher,homme,1904-08-14,jour,1990-03-09,jour,85,7,,https://fr.wikipedia.org/wiki/Martial_Singher,Q1699240
1990,Édith Follet,femme,1899-05-12,jour,1990-03-09,jour,90,1,,https://fr.wikipedia.org/wiki/%C3%89dith_Follet,Q3579176
1990,Daniel Clérice,homme,1912-10-23,jour,1990-03-10,jour,77,5,,https://fr.wikipedia.org/wiki/Daniel_Cl%C3%A9rice,Q2411554
1990,Henri Hiro,homme,1944,année,1990-03-10,jour,,6,,https://fr.wikipedia.org/wiki/Henri_Hiro,Q3131277
1990,Jacques Chapsal,homme,1909-05-31,jour,1990-03-11,jour,80,1,,https://fr.wikipedia.org/wiki/Jacques_Chapsal,Q3158501
1990,Adolphe Touffait,homme,1907-03-20,jour,1990-03-12,jour,82,7,oui,https://fr.wikipedia.org/wiki/Adolphe_Touffait,Q2824922
1990,Fernand Rude,homme,1910-06-13,jour,1990-03-12,jour,79,2,,https://fr.wikipedia.org/wiki/Fernand_Rude,Q3069327
1990,Jean Darbelnet,homme,1904-11-14,jour,1990-03-12,jour,85,2,,,Q1685468
1990,Lunia Czechowska,femme,1894-08-15,jour,1990-03-12,jour,95,2,,https://fr.wikipedia.org/wiki/Lunia_Czechowska,Q85705379
1990,Philippe Soupault,homme,1897-08-02,jour,1990-03-12,jour,92,36,,https://fr.wikipedia.org/wiki/Philippe_Soupault,Q336467
1990,Pierre Vachet,homme,1892-03-05,jour,1990-03-14,jour,98,1,,,Q112422187
1990,Orlando Pelayo,homme,1920-12-14,jour,1990-03-15,jour,69,5,,https://fr.wikipedia.org/wiki/Orlando_Pelayo,Q3356457
1990,Édouard Caillau,homme,1924-03-01,jour,1990-03-15,jour,66,3,,https://fr.wikipedia.org/wiki/%C3%89douard_Caillau,Q939932
1990,Jacques Fourcy,homme,1906-07-06,jour,1990-03-16,jour,83,1,,https://fr.wikipedia.org/wiki/Jacques_Fourcy,Q3158910
1990,Jacques Paoli,homme,1924-02-15,jour,1990-03-16,jour,66,1,,https://fr.wikipedia.org/wiki/Jacques_Paoli,Q3159708
1990,Jean Buffelan,homme,1904-10-26,jour,1990-03-16,jour,85,1,,https://fr.wikipedia.org/wiki/Jean_Buffelan,Q3171028
1990,Capucine,femme,1928-01-06,jour,1990-03-17,jour,62,41,,https://fr.wikipedia.org/wiki/Capucine_(actrice),Q256466
1990,Jacques Perrin-Fayolle,homme,1920-08-28,jour,1990-03-18,jour,69,4,,https://fr.wikipedia.org/wiki/Jacques_Perrin-Fayolle,Q3159746
1990,Jean Darcante,homme,1910-04-01,jour,1990-03-18,jour,79,5,,https://fr.wikipedia.org/wiki/Jean_Darcante,Q3171551
1990,Elisa Garrido,femme,1909-06-14,jour,1990-03-19,jour,80,8,,https://fr.wikipedia.org/wiki/Elisa_Garrido,Q57584378
1990,Guy Bonnardot,homme,1951-11-02,jour,1990-03-20,jour,38,1,,https://fr.wikipedia.org/wiki/Guy_Bonnardot,Q3121569
1990,Maurice Cloche,homme,1907-06-17,jour,1990-03-20,jour,82,22,,https://fr.wikipedia.org/wiki/Maurice_Cloche,Q957144
1990,Abbès Moulessehoul,homme,1920-07-02,jour,1990-03-22,jour,69,2,oui,https://fr.wikipedia.org/wiki/Abb%C3%A8s_Moulessehoul,Q19629427
1990,Maurice Fleuret,homme,1932-06-22,jour,1990-03-22,jour,57,3,,https://fr.wikipedia.org/wiki/Maurice_Fleuret,Q3300790
1990,Karskaya,femme,1905-07-05,jour,1990-03-23,jour,84,3,,https://fr.wikipedia.org/wiki/Karskaya,Q4216078
1990,Alice Sapritch,femme,1916-07-29,jour,1990-03-24,jour,73,17,,https://fr.wikipedia.org/wiki/Alice_Sapritch,Q543669
1990,Claude Ponsard,homme,1927-11-02,jour,1990-03-24,jour,62,2,,,Q5128998
1990,Françoise Delille,femme,1917-05-24,jour,1990-03-24,jour,72,2,,https://fr.wikipedia.org/wiki/Fran%C3%A7oise_Delille,Q27051010
1990,Charles Lucet,homme,1910-04-16,jour,1990-03-25,jour,79,5,,https://fr.wikipedia.org/wiki/Charles_Lucet,Q1064283
1990,Guillaume Daniel,homme,1908-04-06,jour,1990-03-25,jour,81,2,,https://fr.wikipedia.org/wiki/Guillaume_Daniel,Q28096703
1990,Jean Hauet,homme,1925-03-25,jour,1990-03-25,jour,65,6,,,Q11295794
1990,Pierre Savignol,homme,1903-03-02,jour,1990-03-25,jour,87,1,,https://fr.wikipedia.org/wiki/Pierre_Savignol,Q15990981
1990,Roger Julien,homme,1932-03-11,jour,1990-03-25,jour,58,1,,https://fr.wikipedia.org/wiki/Roger_Julien,Q3439124
1990,Jacques Roger,homme,1920-10-24,jour,1990-03-26,jour,69,3,,https://fr.wikipedia.org/wiki/Jacques_Roger,Q3159903
1990,Henri Fiszbin,homme,1930-06-25,jour,1990-03-28,jour,59,2,,https://fr.wikipedia.org/wiki/Henri_Fiszbin,Q3131083
1990,Alain Oulman,homme,1928-06-15,jour,1990-03-29,jour,61,6,,https://fr.wikipedia.org/wiki/Alain_Oulman,Q524882
