year,sexe,age,deces,perimetre
2004,femmes,94,7824,France entière
2004,femmes,95,6598,France entière
2004,femmes,96,5257,France entière
2004,femmes,97,4096,France entière
2004,femmes,98,2964,France entière
2004,femmes,99,2167,France entière
2004,femmes,100,4098,France entière
2005,femmes,0,1322,France entière
2005,femmes,1,116,France entière
2005,femmes,2,72,France entière
2005,femmes,3,58,France entière
2005,femmes,4,49,France entière
2005,femmes,5,41,France entière
2005,femmes,6,36,France entière
2005,femmes,7,29,France entière
2005,femmes,8,33,France entière
2005,femmes,9,26,France entière
2005,femmes,10,33,France entière
2005,femmes,11,27,France entière
2005,femmes,12,22,France entière
2005,femmes,13,45,France entière
2005,femmes,14,54,France entière
2005,femmes,15,54,France entière
2005,femmes,16,77,France entière
2005,femmes,17,86,France entière
2005,femmes,18,108,France entière
2005,femmes,19,109,France entière
2005,femmes,20,131,France entière
2005,femmes,21,131,France entière
2005,femmes,22,106,France entière
2005,femmes,23,123,France entière
2005,femmes,24,91,France entière
2005,femmes,25,113,France entière
2005,femmes,26,118,France entière
2005,femmes,27,123,France entière
2005,femmes,28,126,France entière
2005,femmes,29,139,France entière
2005,femmes,30,154,France entière
2005,femmes,31,200,France entière
2005,femmes,32,214,France entière
2005,femmes,33,221,France entière
2005,femmes,34,233,France entière
2005,femmes,35,275,France entière
2005,femmes,36,285,France entière
2005,femmes,37,325,France entière
2005,femmes,38,382,France entière
2005,femmes,39,432,France entière
2005,femmes,40,463,France entière
2005,femmes,41,496,France entière
2005,femmes,42,557,France entière
2005,femmes,43,622,France entière
2005,femmes,44,645,France entière
2005,femmes,45,740,France entière
2005,femmes,46,841,France entière
2005,femmes,47,856,France entière
2005,femmes,48,936,France entière
2005,femmes,49,1025,France entière
2005,femmes,50,1065,France entière
2005,femmes,51,1180,France entière
2005,femmes,52,1179,France entière
2005,femmes,53,1243,France entière
2005,femmes,54,1396,France entière
2005,femmes,55,1445,France entière
2005,femmes,56,1523,France entière
2005,femmes,57,1624,France entière
2005,femmes,58,1640,France entière
2005,femmes,59,1557,France entière
2005,femmes,60,1492,France entière
2005,femmes,61,1473,France entière
2005,femmes,62,1580,France entière
2005,femmes,63,1512,France entière
2005,femmes,64,1456,France entière
2005,femmes,65,1761,France entière
2005,femmes,66,2005,France entière
2005,femmes,67,2175,France entière
2005,femmes,68,2365,France entière
2005,femmes,69,2543,France entière
2005,femmes,70,2933,France entière
2005,femmes,71,3301,France entière
2005,femmes,72,3557,France entière
2005,femmes,73,3972,France entière
2005,femmes,74,4514,France entière
2005,femmes,75,4873,France entière
2005,femmes,76,5341,France entière
2005,femmes,77,6070,France entière
2005,femmes,78,6544,France entière
2005,femmes,79,7444,France entière
2005,femmes,80,8205,France entière
2005,femmes,81,8882,France entière
2005,femmes,82,9748,France entière
2005,femmes,83,10832,France entière
2005,femmes,84,11989,France entière
2005,femmes,85,11012,France entière
2005,femmes,86,7264,France entière
2005,femmes,87,7146,France entière
2005,femmes,88,6671,France entière
2005,femmes,89,6673,France entière
2005,femmes,90,10647,France entière
2005,femmes,91,11596,France entière
2005,femmes,92,10641,France entière
2005,femmes,93,9702,France entière
2005,femmes,94,8136,France entière
2005,femmes,95,7191,France entière
2005,femmes,96,5875,France entière
2005,femmes,97,4647,France entière
2005,femmes,98,3476,France entière
2005,femmes,99,2389,France entière
2005,femmes,100,4661,France entière
2006,femmes,0,1357,France entière
2006,femmes,1,113,France entière
2006,femmes,2,68,France entière
2006,femmes,3,60,France entière
2006,femmes,4,52,France entière
2006,femmes,5,47,France entière
2006,femmes,6,33,France entière
2006,femmes,7,24,France entière
2006,femmes,8,31,France entière
2006,femmes,9,32,France entière
2006,femmes,10,21,France entière
2006,femmes,11,30,France entière
2006,femmes,12,34,France entière
2006,femmes,13,46,France entière
2006,femmes,14,37,France entière
2006,femmes,15,56,France entière
2006,femmes,16,77,France entière
2006,femmes,17,90,France entière
2006,femmes,18,99,France entière
2006,femmes,19,105,France entière
2006,femmes,20,119,France entière
2006,femmes,21,117,France entière
2006,femmes,22,107,France entière
2006,femmes,23,102,France entière
2006,femmes,24,123,France entière
2006,femmes,25,105,France entière
2006,femmes,26,135,France entière
2006,femmes,27,107,France entière
2006,femmes,28,126,France entière
2006,femmes,29,110,France entière
2006,femmes,30,129,France entière
2006,femmes,31,162,France entière
2006,femmes,32,188,France entière
2006,femmes,33,207,France entière
2006,femmes,34,240,France entière
2006,femmes,35,279,France entière
2006,femmes,36,283,France entière
2006,femmes,37,304,France entière
2006,femmes,38,377,France entière
2006,femmes,39,425,France entière
2006,femmes,40,439,France entière
2006,femmes,41,492,France entière
2006,femmes,42,564,France entière
2006,femmes,43,607,France entière
2006,femmes,44,602,France entière
2006,femmes,45,682,France entière
2006,femmes,46,838,France entière
2006,femmes,47,835,France entière
2006,femmes,48,939,France entière
2006,femmes,49,1029,France entière
2006,femmes,50,1129,France entière
2006,femmes,51,1206,France entière
2006,femmes,52,1226,France entière
2006,femmes,53,1292,France entière
2006,femmes,54,1330,France entière
2006,femmes,55,1423,France entière
2006,femmes,56,1521,France entière
2006,femmes,57,1731,France entière
2006,femmes,58,1618,France entière
2006,femmes,59,1734,France entière
2006,femmes,60,1643,France entière
2006,femmes,61,1450,France entière
2006,femmes,62,1588,France entière
2006,femmes,63,1671,France entière
2006,femmes,64,1643,France entière
2006,femmes,65,1542,France entière
2006,femmes,66,1913,France entière
2006,femmes,67,2041,France entière
2006,femmes,68,2337,France entière
2006,femmes,69,2428,France entière
2006,femmes,70,2707,France entière
2006,femmes,71,3129,France entière
2006,femmes,72,3365,France entière
2006,femmes,73,3838,France entière
2006,femmes,74,4407,France entière
2006,femmes,75,4835,France entière
2006,femmes,76,5350,France entière
2006,femmes,77,5815,France entière
2006,femmes,78,6457,France entière
2006,femmes,79,6934,France entière
2006,femmes,80,7645,France entière
2006,femmes,81,8433,France entière
2006,femmes,82,9328,France entière
2006,femmes,83,10037,France entière
2006,femmes,84,11263,France entière
2006,femmes,85,12086,France entière
2006,femmes,86,10994,France entière
2006,femmes,87,7125,France entière
2006,femmes,88,6780,France entière
2006,femmes,89,6488,France entière
2006,femmes,90,6290,France entière
2006,femmes,91,9938,France entière
2006,femmes,92,10680,France entière
2006,femmes,93,9669,France entière
2006,femmes,94,8148,France entière
2006,femmes,95,6857,France entière
2006,femmes,96,5856,France entière
2006,femmes,97,4434,France entière
2006,femmes,98,3377,France entière
2006,femmes,99,2479,France entière
2006,femmes,100,4875,France entière
2007,femmes,0,1289,France entière
2007,femmes,1,114,France entière
2007,femmes,2,63,France entière
2007,femmes,3,50,France entière
2007,femmes,4,42,France entière
2007,femmes,5,39,France entière
2007,femmes,6,37,France entière
2007,femmes,7,36,France entière
2007,femmes,8,37,France entière
2007,femmes,9,29,France entière
2007,femmes,10,24,France entière
2007,femmes,11,30,France entière
2007,femmes,12,35,France entière
2007,femmes,13,30,France entière
2007,femmes,14,45,France entière
2007,femmes,15,45,France entière
2007,femmes,16,72,France entière
2007,femmes,17,73,France entière
2007,femmes,18,94,France entière
2007,femmes,19,93,France entière
2007,femmes,20,106,France entière
2007,femmes,21,106,France entière
2007,femmes,22,70,France entière
2007,femmes,23,117,France entière
2007,femmes,24,110,France entière
2007,femmes,25,101,France entière
2007,femmes,26,137,France entière
2007,femmes,27,137,France entière
2007,femmes,28,130,France entière
2007,femmes,29,132,France entière
2007,femmes,30,142,France entière
2007,femmes,31,134,France entière
2007,femmes,32,152,France entière
2007,femmes,33,193,France entière
2007,femmes,34,229,France entière
2007,femmes,35,243,France entière
2007,femmes,36,268,France entière
2007,femmes,37,331,France entière
2007,femmes,38,342,France entière
2007,femmes,39,384,France entière
2007,femmes,40,402,France entière
2007,femmes,41,482,France entière
2007,femmes,42,544,France entière
2007,femmes,43,573,France entière
2007,femmes,44,666,France entière
2007,femmes,45,706,France entière
2007,femmes,46,745,France entière
2007,femmes,47,825,France entière
2007,femmes,48,938,France entière
2007,femmes,49,968,France entière
2007,femmes,50,1077,France entière
2007,femmes,51,1116,France entière
2007,femmes,52,1171,France entière
2007,femmes,53,1261,France entière
2007,femmes,54,1308,France entière
2007,femmes,55,1403,France entière
2007,femmes,56,1503,France entière
2007,femmes,57,1653,France entière
2007,femmes,58,1734,France entière
2007,femmes,59,1812,France entière
2007,femmes,60,1946,France entière
2007,femmes,61,1657,France entière
2007,femmes,62,1608,France entière
2007,femmes,63,1727,France entière
2007,femmes,64,1660,France entière
2007,femmes,65,1655,France entière
2007,femmes,66,1639,France entière
2007,femmes,67,1937,France entière
2007,femmes,68,2204,France entière
2007,femmes,69,2407,France entière
2007,femmes,70,2753,France entière
2007,femmes,71,2868,France entière
2007,femmes,72,3369,France entière
2007,femmes,73,3643,France entière
2007,femmes,74,4089,France entière
2007,femmes,75,4634,France entière
2007,femmes,76,5257,France entière
2007,femmes,77,5575,France entière
2007,femmes,78,6177,France entière
2007,femmes,79,7001,France entière
2007,femmes,80,7673,France entière
2007,femmes,81,8400,France entière
2007,femmes,82,9134,France entière
2007,femmes,83,9865,France entière
2007,femmes,84,10744,France entière
2007,femmes,85,11950,France entière
2007,femmes,86,12695,France entière
2007,femmes,87,11513,France entière
2007,femmes,88,7455,France entière
2007,femmes,89,7177,France entière
2007,femmes,90,6357,France entière
2007,femmes,91,6234,France entière
2007,femmes,92,9366,France entière
2007,femmes,93,9785,France entière
2007,femmes,94,8946,France entière
2007,femmes,95,7302,France entière
2007,femmes,96,5904,France entière
2007,femmes,97,4823,France entière
2007,femmes,98,3758,France entière
2007,femmes,99,2611,France entière
2007,femmes,100,5286,France entière
2008,femmes,0,1408,France entière
2008,femmes,1,113,France entière
2008,femmes,2,74,France entière
2008,femmes,3,66,France entière
2008,femmes,4,37,France entière
2008,femmes,5,35,France entière
2008,femmes,6,39,France entière
2008,femmes,7,30,France entière
2008,femmes,8,28,France entière
2008,femmes,9,32,France entière
2008,femmes,10,35,France entière
2008,femmes,11,30,France entière
2008,femmes,12,33,France entière
2008,femmes,13,34,France entière
2008,femmes,14,38,France entière
2008,femmes,15,51,France entière
2008,femmes,16,54,France entière
2008,femmes,17,64,France entière
2008,femmes,18,95,France entière
2008,femmes,19,103,France entière
2008,femmes,20,79,France entière
2008,femmes,21,99,France entière
2008,femmes,22,113,France entière
2008,femmes,23,93,France entière
2008,femmes,24,105,France entière
2008,femmes,25,107,France entière
2008,femmes,26,106,France entière
2008,femmes,27,119,France entière
2008,femmes,28,119,France entière
2008,femmes,29,132,France entière
2008,femmes,30,149,France entière
2008,femmes,31,147,France entière
2008,femmes,32,174,France entière
2008,femmes,33,186,France entière
2008,femmes,34,247,France entière
2008,femmes,35,278,France entière
2008,femmes,36,271,France entière
2008,femmes,37,306,France entière
2008,femmes,38,359,France entière
2008,femmes,39,412,France entière
2008,femmes,40,407,France entière
2008,femmes,41,470,France entière
2008,femmes,42,490,France entière
2008,femmes,43,608,France entière
2008,femmes,44,664,France entière
2008,femmes,45,760,France entière
2008,femmes,46,726,France entière
2008,femmes,47,843,France entière
2008,femmes,48,887,France entière
2008,femmes,49,992,France entière
2008,femmes,50,1021,France entière
2008,femmes,51,1153,France entière
2008,femmes,52,1250,France entière
2008,femmes,53,1261,France entière
2008,femmes,54,1353,France entière
2008,femmes,55,1474,France entière
2008,femmes,56,1512,France entière
2008,femmes,57,1602,France entière
2008,femmes,58,1735,France entière
2008,femmes,59,1754,France entière
2008,femmes,60,1845,France entière
2008,femmes,61,2107,France entière
2008,femmes,62,1852,France entière
2008,femmes,63,1626,France entière
2008,femmes,64,1785,France entière
2008,femmes,65,1774,France entière
2008,femmes,66,1812,France entière
2008,femmes,67,1752,France entière
2008,femmes,68,2196,France entière
2008,femmes,69,2509,France entière
2008,femmes,70,2630,France entière
2008,femmes,71,2929,France entière
2008,femmes,72,3145,France entière
2008,femmes,73,3663,France entière
2008,femmes,74,4022,France entière
2008,femmes,75,4518,France entière
2008,femmes,76,5190,France entière
2008,femmes,77,5885,France entière
2008,femmes,78,6237,France entière
2008,femmes,79,7008,France entière
2008,femmes,80,7518,France entière
2008,femmes,81,8466,France entière
2008,femmes,82,9130,France entière
2008,femmes,83,10258,France entière
2008,femmes,84,10845,France entière
2008,femmes,85,11658,France entière
2008,femmes,86,12628,France entière
2008,femmes,87,13515,France entière
2008,femmes,88,11929,France entière
2008,femmes,89,7680,France entière
2008,femmes,90,7293,France entière
2008,femmes,91,6352,France entière
2008,femmes,92,6011,France entière
2008,femmes,93,8923,France entière
2008,femmes,94,9122,France entière
2008,femmes,95,8012,France entière
2008,femmes,96,6385,France entière
2008,femmes,97,5143,France entière
2008,femmes,98,4032,France entière
2008,femmes,99,2987,France entière
2008,femmes,100,5808,France entière
2009,femmes,0,1391,France entière
2009,femmes,1,108,France entière
2009,femmes,2,75,France entière
2009,femmes,3,47,France entière
2009,femmes,4,43,France entière
2009,femmes,5,39,France entière
2009,femmes,6,36,France entière
2009,femmes,7,25,France entière
2009,femmes,8,40,France entière
2009,femmes,9,30,France entière
2009,femmes,10,30,France entière
2009,femmes,11,25,France entière
2009,femmes,12,26,France entière
2009,femmes,13,40,France entière
2009,femmes,14,54,France entière
2009,femmes,15,50,France entière
2009,femmes,16,72,France entière
2009,femmes,17,92,France entière
2009,femmes,18,69,France entière
2009,femmes,19,93,France entière
2009,femmes,20,101,France entière
2009,femmes,21,110,France entière
2009,femmes,22,94,France entière
2009,femmes,23,97,France entière
2009,femmes,24,104,France entière
2009,femmes,25,105,France entière
2009,femmes,26,130,France entière
2009,femmes,27,131,France entière
2009,femmes,28,128,France entière
2009,femmes,29,130,France entière
2009,femmes,30,142,France entière
2009,femmes,31,143,France entière
2009,femmes,32,156,France entière
2009,femmes,33,187,France entière
2009,femmes,34,244,France entière
2009,femmes,35,250,France entière
2009,femmes,36,254,France entière
2009,femmes,37,296,France entière
2009,femmes,38,335,France entière
2009,femmes,39,371,France entière
2009,femmes,40,412,France entière
2009,femmes,41,442,France entière
2009,femmes,42,538,France entière
2009,femmes,43,564,France entière
2009,femmes,44,669,France entière
2009,femmes,45,743,France entière
2009,femmes,46,721,France entière
2009,femmes,47,840,France entière
2009,femmes,48,894,France entière
2009,femmes,49,987,France entière
2009,femmes,50,1057,France entière
2009,femmes,51,1213,France entière
2009,femmes,52,1230,France entière
2009,femmes,53,1296,France entière
2009,femmes,54,1320,France entière
2009,femmes,55,1463,France entière
2009,femmes,56,1472,France entière
2009,femmes,57,1666,France entière
2009,femmes,58,1767,France entière
2009,femmes,59,1843,France entière
2009,femmes,60,1798,France entière
2009,femmes,61,1961,France entière
2009,femmes,62,2104,France entière
2009,femmes,63,1928,France entière
2009,femmes,64,1802,France entière
2009,femmes,65,1911,France entière
2009,femmes,66,1942,France entière
2009,femmes,67,1933,France entière
2009,femmes,68,1915,France entière
2009,femmes,69,2336,France entière
2009,femmes,70,2568,France entière
2009,femmes,71,2730,France entière
2009,femmes,72,3114,France entière
2009,femmes,73,3492,France entière
2009,femmes,74,3835,France entière
2009,femmes,75,4426,France entière
2009,femmes,76,4889,France entière
2009,femmes,77,5487,France entière
2009,femmes,78,6169,France entière
2009,femmes,79,6782,France entière
2009,femmes,80,7386,France entière
2009,femmes,81,8348,France entière
2009,femmes,82,9204,France entière
2009,femmes,83,10016,France entière
2009,femmes,84,10944,France entière
2009,femmes,85,11763,France entière
2009,femmes,86,12459,France entière
2009,femmes,87,13573,France entière
2009,femmes,88,14350,France entière
2009,femmes,89,12222,France entière
2009,femmes,90,7648,France entière
2009,femmes,91,7012,France entière
2009,femmes,92,6093,France entière
2009,femmes,93,5690,France entière
2009,femmes,94,8217,France entière
2009,femmes,95,8189,France entière
2009,femmes,96,7037,France entière
2009,femmes,97,5317,France entière
2009,femmes,98,4120,France entière
2009,femmes,99,3017,France entière
2009,femmes,100,6130,France entière
2010,femmes,0,1336,France entière
2010,femmes,1,130,France entière
2010,femmes,2,59,France entière
2010,femmes,3,50,France entière
2010,femmes,4,33,France entière
2010,femmes,5,21,France entière
2010,femmes,6,31,France entière
2010,femmes,7,33,France entière
2010,femmes,8,34,France entière
2010,femmes,9,28,France entière
2010,femmes,10,28,France entière
2010,femmes,11,30,France entière
2010,femmes,12,36,France entière
2010,femmes,13,41,France entière
2010,femmes,14,39,France entière
2010,femmes,15,49,France entière
2010,femmes,16,55,France entière
2010,femmes,17,52,France entière
2010,femmes,18,86,France entière
2010,femmes,19,93,France entière
2010,femmes,20,98,France entière
2010,femmes,21,100,France entière
2010,femmes,22,98,France entière
2010,femmes,23,95,France entière
2010,femmes,24,105,France entière
2010,femmes,25,109,France entière
2010,femmes,26,101,France entière
2010,femmes,27,135,France entière
2010,femmes,28,141,France entière
2010,femmes,29,133,France entière
2010,femmes,30,131,France entière
2010,femmes,31,129,France entière
2010,femmes,32,145,France entière
2010,femmes,33,169,France entière
2010,femmes,34,174,France entière
2010,femmes,35,209,France entière
2010,femmes,36,247,France entière
2010,femmes,37,298,France entière
2010,femmes,38,335,France entière
2010,femmes,39,351,France entière
2010,femmes,40,381,France entière
2010,femmes,41,459,France entière
2010,femmes,42,490,France entière
2010,femmes,43,500,France entière
2010,femmes,44,617,France entière
2010,femmes,45,649,France entière
2010,femmes,46,771,France entière
2010,femmes,47,788,France entière
2010,femmes,48,896,France entière
2010,femmes,49,951,France entière
2010,femmes,50,1059,France entière
2010,femmes,51,1176,France entière
2010,femmes,52,1127,France entière
2010,femmes,53,1256,France entière
2010,femmes,54,1384,France entière
2010,femmes,55,1403,France entière
2010,femmes,56,1520,France entière
2010,femmes,57,1652,France entière
2010,femmes,58,1686,France entière
2010,femmes,59,1813,France entière
2010,femmes,60,2011,France entière
2010,femmes,61,1962,France entière
2010,femmes,62,2182,France entière
2010,femmes,63,2216,France entière
2010,femmes,64,2014,France entière
2010,femmes,65,1918,France entière
2010,femmes,66,1987,France entière
2010,femmes,67,2047,France entière
2010,femmes,68,2076,France entière
2010,femmes,69,2020,France entière
2010,femmes,70,2435,France entière
2010,femmes,71,2741,France entière
2010,femmes,72,3073,France entière
2010,femmes,73,3270,France entière
2010,femmes,74,3707,France entière
2010,femmes,75,4131,France entière
2010,femmes,76,4747,France entière
2010,femmes,77,5328,France entière
2010,femmes,78,6035,France entière
2010,femmes,79,6774,France entière
2010,femmes,80,7490,France entière
2010,femmes,81,8236,France entière
2010,femmes,82,8951,France entière
2010,femmes,83,9775,France entière
2010,femmes,84,10818,France entière
2010,femmes,85,11528,France entière
2010,femmes,86,12140,France entière
2010,femmes,87,12771,France entière
2010,femmes,88,13827,France entière
2010,femmes,89,14325,France entière
2010,femmes,90,12320,France entière
2010,femmes,91,7328,France entière
2010,femmes,92,6694,France entière
2010,femmes,93,5781,France entière
2010,femmes,94,5189,France entière
2010,femmes,95,7162,France entière
2010,femmes,96,7120,France entière
2010,femmes,97,5739,France entière
2010,femmes,98,4190,France entière
2010,femmes,99,3144,France entière
2010,femmes,100,6615,France entière
2011,femmes,0,1292,France entière
2011,femmes,1,115,France entière
2011,femmes,2,61,France entière
2011,femmes,3,38,France entière
2011,femmes,4,32,France entière
2011,femmes,5,43,France entière
2011,femmes,6,30,France entière
2011,femmes,7,28,France entière
2011,femmes,8,21,France entière
2011,femmes,9,23,France entière
2011,femmes,10,24,France entière
2011,femmes,11,27,France entière
2011,femmes,12,33,France entière
2011,femmes,13,28,France entière
2011,femmes,14,37,France entière
2011,femmes,15,44,France entière
2011,femmes,16,71,France entière
2011,femmes,17,64,France entière
2011,femmes,18,83,France entière
2011,femmes,19,86,France entière
2011,femmes,20,103,France entière
2011,femmes,21,91,France entière
2011,femmes,22,106,France entière
2011,femmes,23,88,France entière
2011,femmes,24,86,France entière
2011,femmes,25,105,France entière
2011,femmes,26,102,France entière
2011,femmes,27,116,France entière
2011,femmes,28,139,France entière
2011,femmes,29,100,France entière
2011,femmes,30,154,France entière
2011,femmes,31,146,France entière
2011,femmes,32,145,France entière
2011,femmes,33,156,France entière
2011,femmes,34,185,France entière
2011,femmes,35,194,France entière
2011,femmes,36,221,France entière
2011,femmes,37,278,France entière
2011,femmes,38,328,France entière
2011,femmes,39,334,France entière
2011,femmes,40,393,France entière
2011,femmes,41,393,France entière
2011,femmes,42,471,France entière
2011,femmes,43,530,France entière
2011,femmes,44,561,France entière
2011,femmes,45,663,France entière
2011,femmes,46,722,France entière
2011,femmes,47,780,France entière
2011,femmes,48,829,France entière
2011,femmes,49,934,France entière
2011,femmes,50,1010,France entière
2011,femmes,51,1111,France entière
2011,femmes,52,1181,France entière
2011,femmes,53,1204,France entière
2011,femmes,54,1370,France entière
2011,femmes,55,1496,France entière
2011,femmes,56,1507,France entière
2011,femmes,57,1524,France entière
2011,femmes,58,1666,France entière
2011,femmes,59,1757,France entière
2011,femmes,60,1937,France entière
2011,femmes,61,2031,France entière
2011,femmes,62,2104,France entière
2011,femmes,63,2283,France entière
2011,femmes,64,2332,France entière
2011,femmes,65,2108,France entière
2011,femmes,66,1945,France entière
2011,femmes,67,2070,France entière
2011,femmes,68,2155,France entière
2011,femmes,69,2101,France entière
2011,femmes,70,2095,France entière
2011,femmes,71,2576,France entière
2011,femmes,72,2890,France entière
2011,femmes,73,3326,France entière
2011,femmes,74,3388,France entière
2011,femmes,75,3908,France entière
2011,femmes,76,4482,France entière
2011,femmes,77,5001,France entière
2011,femmes,78,5573,France entière
2011,femmes,79,6450,France entière
2011,femmes,80,7247,France entière
2011,femmes,81,7938,France entière
2011,femmes,82,8586,France entière
2011,femmes,83,9509,France entière
2011,femmes,84,10201,France entière
2011,femmes,85,11286,France entière
2011,femmes,86,12054,France entière
2011,femmes,87,12467,France entière
2011,femmes,88,12947,France entière
2011,femmes,89,13605,France entière
2011,femmes,90,13807,France entière
2011,femmes,91,11855,France entière
2011,femmes,92,6952,France entière
2011,femmes,93,6192,France entière
2011,femmes,94,5144,France entière
2011,femmes,95,4438,France entière
2011,femmes,96,6206,France entière
2011,femmes,97,5696,France entière
2011,femmes,98,4541,France entière
2011,femmes,99,3386,France entière
2011,femmes,100,6870,France entière
2012,femmes,0,1279,France entière
2012,femmes,1,94,France entière
2012,femmes,2,54,France entière
2012,femmes,3,54,France entière
2012,femmes,4,37,France entière
2012,femmes,5,24,France entière
2012,femmes,6,40,France entière
2012,femmes,7,22,France entière
2012,femmes,8,24,France entière
2012,femmes,9,29,France entière
2012,femmes,10,22,France entière
2012,femmes,11,34,France entière
2012,femmes,12,29,France entière
2012,femmes,13,42,France entière
2012,femmes,14,47,France entière
2012,femmes,15,49,France entière
2012,femmes,16,43,France entière
2012,femmes,17,54,France entière
2012,femmes,18,83,France entière
2012,femmes,19,94,France entière
2012,femmes,20,104,France entière
2012,femmes,21,88,France entière
2012,femmes,22,98,France entière
2012,femmes,23,96,France entière
2012,femmes,24,84,France entière
2012,femmes,25,100,France entière
2012,femmes,26,115,France entière
2012,femmes,27,106,France entière
2012,femmes,28,109,France entière
2012,femmes,29,133,France entière
2012,femmes,30,140,France entière
2012,femmes,31,131,France entière
2012,femmes,32,163,France entière
2012,femmes,33,171,France entière
2012,femmes,34,154,France entière
2012,femmes,35,180,France entière
2012,femmes,36,199,France entière
2012,femmes,37,261,France entière
2012,femmes,38,312,France entière
2012,femmes,39,340,France entière
2012,femmes,40,349,France entière
2012,femmes,41,418,France entière
2012,femmes,42,437,France entière
2012,femmes,43,497,France entière
2012,femmes,44,562,France entière
2012,femmes,45,612,France entière
2012,femmes,46,717,France entière
2012,femmes,47,784,France entière
2012,femmes,48,887,France entière
2012,femmes,49,882,France entière
2012,femmes,50,954,France entière
2012,femmes,51,1084,France entière
2012,femmes,52,1175,France entière
2012,femmes,53,1292,France entière
2012,femmes,54,1273,France entière
2012,femmes,55,1392,France entière
2012,femmes,56,1491,France entière
2012,femmes,57,1634,France entière
2012,femmes,58,1685,France entière
2012,femmes,59,1749,France entière
2012,femmes,60,1834,France entière
2012,femmes,61,2037,France entière
2012,femmes,62,2163,France entière
2012,femmes,63,2246,France entière
2012,femmes,64,2366,France entière
2012,femmes,65,2544,France entière
2012,femmes,66,2184,France entière
2012,femmes,67,2126,France entière
2012,femmes,68,2276,France entière
2012,femmes,69,2289,France entière
2012,femmes,70,2368,France entière
2012,femmes,71,2332,France entière
2012,femmes,72,2785,France entière
2012,femmes,73,3236,France entière
2012,femmes,74,3445,France entière
2012,femmes,75,3906,France entière
2012,femmes,76,4527,France entière
2012,femmes,77,4948,France entière
2012,femmes,78,5620,France entière
2012,femmes,79,6546,France entière
2012,femmes,80,7354,France entière
2012,femmes,81,8216,France entière
2012,femmes,82,8988,France entière
2012,femmes,83,9917,France entière
2012,femmes,84,10673,France entière
2012,femmes,85,11660,France entière
2012,femmes,86,12607,France entière
2012,femmes,87,13199,France entière
2012,femmes,88,13533,France entière
2012,femmes,89,14244,France entière
2012,femmes,90,14538,France entière
2012,femmes,91,14424,France entière
2012,femmes,92,11863,France entière
2012,femmes,93,6984,France entière
2012,femmes,94,6046,France entière
2012,femmes,95,4934,France entière
2012,femmes,96,4238,France entière
2012,femmes,97,5702,France entière
2012,femmes,98,4988,France entière
2012,femmes,99,3775,France entière
2012,femmes,100,7887,France entière
2013,femmes,0,1305,France entière
2013,femmes,1,92,France entière
2013,femmes,2,70,France entière
2013,femmes,3,49,France entière
2013,femmes,4,43,France entière
2013,femmes,5,51,France entière
2013,femmes,6,28,France entière
2013,femmes,7,38,France entière
2013,femmes,8,27,France entière
2013,femmes,9,25,France entière
2013,femmes,10,26,France entière
2013,femmes,11,29,France entière
2013,femmes,12,25,France entière
2013,femmes,13,38,France entière
2013,femmes,14,52,France entière
2013,femmes,15,36,France entière
2013,femmes,16,54,France entière
2013,femmes,17,68,France entière
2013,femmes,18,53,France entière
2013,femmes,19,82,France entière
2013,femmes,20,87,France entière
2013,femmes,21,70,France entière
2013,femmes,22,84,France entière
2013,femmes,23,80,France entière
2013,femmes,24,93,France entière
2013,femmes,25,86,France entière
2013,femmes,26,101,France entière
2013,femmes,27,88,France entière
2013,femmes,28,118,France entière
2013,femmes,29,119,France entière
2013,femmes,30,125,France entière
2013,femmes,31,154,France entière
2013,femmes,32,149,France entière
2013,femmes,33,160,France entière
2013,femmes,34,178,France entière
2013,femmes,35,163,France entière
2013,femmes,36,229,France entière
2013,femmes,37,247,France entière
2013,femmes,38,280,France entière
2013,femmes,39,302,France entière
2013,femmes,40,371,France entière
2013,femmes,41,386,France entière
2013,femmes,42,455,France entière
2013,femmes,43,498,France entière
2013,femmes,44,549,France entière
2013,femmes,45,565,France entière
2013,femmes,46,714,France entière
2013,femmes,47,745,France entière
2013,femmes,48,838,France entière
2013,femmes,49,900,France entière
2013,femmes,50,1008,France entière
2013,femmes,51,1075,France entière
2013,femmes,52,1076,France entière
2013,femmes,53,1162,France entière
2013,femmes,54,1330,France entière
2013,femmes,55,1385,France entière
2013,femmes,56,1493,France entière
2013,femmes,57,1594,France entière
2013,femmes,58,1686,France entière
2013,femmes,59,1760,France entière
2013,femmes,60,1901,France entière
2013,femmes,61,2044,France entière
2013,femmes,62,2178,France entière
2013,femmes,63,2203,France entière
2013,femmes,64,2385,France entière
2013,femmes,65,2504,France entière
2013,femmes,66,2595,France entière
2013,femmes,67,2330,France entière
2013,femmes,68,2234,France entière
2013,femmes,69,2514,France entière
2013,femmes,70,2481,France entière
2013,femmes,71,2516,France entière
2013,femmes,72,2633,France entière
2013,femmes,73,3213,France entière
2013,femmes,74,3454,France entière
2013,femmes,75,3917,France entière
2013,femmes,76,4187,France entière
2013,femmes,77,4772,France entière
2013,femmes,78,5229,France entière
2013,femmes,79,6063,France entière
2013,femmes,80,7079,France entière
2013,femmes,81,7812,France entière
2013,femmes,82,8831,France entière
2013,femmes,83,9470,France entière
2013,femmes,84,10312,France entière
2013,femmes,85,11545,France entière
