year,sexe,age,deces,perimetre
1986,femmes,0,2650,France métropolitaine
1986,femmes,1,213,France métropolitaine
1986,femmes,2,150,France métropolitaine
1986,femmes,3,118,France métropolitaine
1986,femmes,4,106,France métropolitaine
1986,femmes,5,81,France métropolitaine
1986,femmes,6,86,France métropolitaine
1986,femmes,7,65,France métropolitaine
1986,femmes,8,80,France métropolitaine
1986,femmes,9,54,France métropolitaine
1986,femmes,10,58,France métropolitaine
1986,femmes,11,65,France métropolitaine
1986,femmes,12,65,France métropolitaine
1986,femmes,13,76,France métropolitaine
1986,femmes,14,115,France métropolitaine
1986,femmes,15,108,France métropolitaine
1986,femmes,16,162,France métropolitaine
1986,femmes,17,182,France métropolitaine
1986,femmes,18,222,France métropolitaine
1986,femmes,19,213,France métropolitaine
1986,femmes,20,241,France métropolitaine
1986,femmes,21,211,France métropolitaine
1986,femmes,22,209,France métropolitaine
1986,femmes,23,203,France métropolitaine
1986,femmes,24,218,France métropolitaine
1986,femmes,25,230,France métropolitaine
1986,femmes,26,227,France métropolitaine
1986,femmes,27,247,France métropolitaine
1986,femmes,28,251,France métropolitaine
1986,femmes,29,231,France métropolitaine
1986,femmes,30,256,France métropolitaine
1986,femmes,31,292,France métropolitaine
1986,femmes,32,291,France métropolitaine
1986,femmes,33,315,France métropolitaine
1986,femmes,34,358,France métropolitaine
1986,femmes,35,363,France métropolitaine
1986,femmes,36,449,France métropolitaine
1986,femmes,37,423,France métropolitaine
1986,femmes,38,477,France métropolitaine
1986,femmes,39,476,France métropolitaine
1986,femmes,40,503,France métropolitaine
1986,femmes,41,426,France métropolitaine
1986,femmes,42,463,France métropolitaine
1986,femmes,43,511,France métropolitaine
1986,femmes,44,524,France métropolitaine
1986,femmes,45,486,France métropolitaine
1986,femmes,46,603,France métropolitaine
1986,femmes,47,678,France métropolitaine
1986,femmes,48,739,France métropolitaine
1986,femmes,49,785,France métropolitaine
1986,femmes,50,911,France métropolitaine
1986,femmes,51,1007,France métropolitaine
1986,femmes,52,1044,France métropolitaine
1986,femmes,53,1191,France métropolitaine
1986,femmes,54,1289,France métropolitaine
1986,femmes,55,1398,France métropolitaine
1986,femmes,56,1478,France métropolitaine
1986,femmes,57,1555,France métropolitaine
1986,femmes,58,1705,France métropolitaine
1986,femmes,59,1813,France métropolitaine
1986,femmes,60,2043,France métropolitaine
1986,femmes,61,2045,France métropolitaine
1986,femmes,62,2247,France métropolitaine
1986,femmes,63,2418,France métropolitaine
1986,femmes,64,2746,France métropolitaine
1986,femmes,65,2939,France métropolitaine
1986,femmes,66,2760,France métropolitaine
1986,femmes,67,1876,France métropolitaine
1986,femmes,68,2021,France métropolitaine
1986,femmes,69,1993,France métropolitaine
1986,femmes,70,2275,France métropolitaine
1986,femmes,71,3856,France métropolitaine
1986,femmes,72,4865,France métropolitaine
1986,femmes,73,5543,France métropolitaine
1986,femmes,74,5817,France métropolitaine
1986,femmes,75,6513,France métropolitaine
1986,femmes,76,7480,France métropolitaine
1986,femmes,77,8113,France métropolitaine
1986,femmes,78,8775,France métropolitaine
1986,femmes,79,9279,France métropolitaine
1986,femmes,80,10042,France métropolitaine
1986,femmes,81,10813,France métropolitaine
1986,femmes,82,11398,France métropolitaine
1986,femmes,83,11644,France métropolitaine
1986,femmes,84,11869,France métropolitaine
1986,femmes,85,11691,France métropolitaine
1986,femmes,86,11106,France métropolitaine
1986,femmes,87,10573,France métropolitaine
1986,femmes,88,9924,France métropolitaine
1986,femmes,89,9430,France métropolitaine
1986,femmes,90,7900,France métropolitaine
1986,femmes,91,6893,France métropolitaine
1986,femmes,92,5840,France métropolitaine
1986,femmes,93,4771,France métropolitaine
1986,femmes,94,3870,France métropolitaine
1986,femmes,95,2848,France métropolitaine
1986,femmes,96,2235,France métropolitaine
1986,femmes,97,1661,France métropolitaine
1986,femmes,98,1140,France métropolitaine
1986,femmes,99,714,France métropolitaine
1986,femmes,100,1235,France métropolitaine
1987,femmes,0,2445,France métropolitaine
1987,femmes,1,218,France métropolitaine
1987,femmes,2,120,France métropolitaine
1987,femmes,3,106,France métropolitaine
1987,femmes,4,90,France métropolitaine
1987,femmes,5,99,France métropolitaine
1987,femmes,6,84,France métropolitaine
1987,femmes,7,76,France métropolitaine
1987,femmes,8,60,France métropolitaine
1987,femmes,9,58,France métropolitaine
1987,femmes,10,47,France métropolitaine
1987,femmes,11,60,France métropolitaine
1987,femmes,12,63,France métropolitaine
1987,femmes,13,79,France métropolitaine
1987,femmes,14,94,France métropolitaine
1987,femmes,15,116,France métropolitaine
1987,femmes,16,121,France métropolitaine
1987,femmes,17,152,France métropolitaine
1987,femmes,18,164,France métropolitaine
1987,femmes,19,199,France métropolitaine
1987,femmes,20,202,France métropolitaine
1987,femmes,21,181,France métropolitaine
1987,femmes,22,196,France métropolitaine
1987,femmes,23,220,France métropolitaine
1987,femmes,24,213,France métropolitaine
1987,femmes,25,218,France métropolitaine
1987,femmes,26,195,France métropolitaine
1987,femmes,27,215,France métropolitaine
1987,femmes,28,243,France métropolitaine
1987,femmes,29,262,France métropolitaine
1987,femmes,30,274,France métropolitaine
1987,femmes,31,272,France métropolitaine
1987,femmes,32,301,France métropolitaine
1987,femmes,33,290,France métropolitaine
1987,femmes,34,334,France métropolitaine
1987,femmes,35,367,France métropolitaine
1987,femmes,36,417,France métropolitaine
1987,femmes,37,441,France métropolitaine
1987,femmes,38,463,France métropolitaine
1987,femmes,39,528,France métropolitaine
1987,femmes,40,519,France métropolitaine
1987,femmes,41,527,France métropolitaine
1987,femmes,42,483,France métropolitaine
1987,femmes,43,499,France métropolitaine
1987,femmes,44,534,France métropolitaine
1987,femmes,45,500,France métropolitaine
1987,femmes,46,542,France métropolitaine
1987,femmes,47,640,France métropolitaine
1987,femmes,48,733,France métropolitaine
1987,femmes,49,745,France métropolitaine
1987,femmes,50,890,France métropolitaine
1987,femmes,51,925,France métropolitaine
1987,femmes,52,1029,France métropolitaine
1987,femmes,53,1102,France métropolitaine
1987,femmes,54,1262,France métropolitaine
1987,femmes,55,1387,France métropolitaine
1987,femmes,56,1412,France métropolitaine
1987,femmes,57,1546,France métropolitaine
1987,femmes,58,1594,France métropolitaine
1987,femmes,59,1766,France métropolitaine
1987,femmes,60,1851,France métropolitaine
1987,femmes,61,1958,France métropolitaine
1987,femmes,62,2164,France métropolitaine
1987,femmes,63,2321,France métropolitaine
1987,femmes,64,2452,France métropolitaine
1987,femmes,65,2836,France métropolitaine
1987,femmes,66,3120,France métropolitaine
1987,femmes,67,2908,France métropolitaine
1987,femmes,68,2074,France métropolitaine
1987,femmes,69,2094,France métropolitaine
1987,femmes,70,2003,France métropolitaine
1987,femmes,71,2302,France métropolitaine
1987,femmes,72,4103,France métropolitaine
1987,femmes,73,5092,France métropolitaine
1987,femmes,74,5723,France métropolitaine
1987,femmes,75,6138,France métropolitaine
1987,femmes,76,6709,France métropolitaine
1987,femmes,77,7766,France métropolitaine
1987,femmes,78,8281,France métropolitaine
1987,femmes,79,8909,France métropolitaine
1987,femmes,80,9706,France métropolitaine
1987,femmes,81,10173,France métropolitaine
1987,femmes,82,10549,France métropolitaine
1987,femmes,83,10946,France métropolitaine
1987,femmes,84,11294,France métropolitaine
1987,femmes,85,11334,France métropolitaine
1987,femmes,86,10687,France métropolitaine
1987,femmes,87,10152,France métropolitaine
1987,femmes,88,9538,France métropolitaine
1987,femmes,89,9101,France métropolitaine
1987,femmes,90,8021,France métropolitaine
1987,femmes,91,6630,France métropolitaine
1987,femmes,92,5825,France métropolitaine
1987,femmes,93,4758,France métropolitaine
1987,femmes,94,3768,France métropolitaine
1987,femmes,95,2917,France métropolitaine
1987,femmes,96,2205,France métropolitaine
1987,femmes,97,1531,France métropolitaine
1987,femmes,98,1170,France métropolitaine
1987,femmes,99,754,France métropolitaine
1987,femmes,100,1325,France métropolitaine
1988,femmes,0,2512,France métropolitaine
1988,femmes,1,234,France métropolitaine
1988,femmes,2,119,France métropolitaine
1988,femmes,3,104,France métropolitaine
1988,femmes,4,85,France métropolitaine
1988,femmes,5,72,France métropolitaine
1988,femmes,6,71,France métropolitaine
1988,femmes,7,63,France métropolitaine
1988,femmes,8,58,France métropolitaine
1988,femmes,9,62,France métropolitaine
1988,femmes,10,61,France métropolitaine
1988,femmes,11,56,France métropolitaine
1988,femmes,12,58,France métropolitaine
1988,femmes,13,71,France métropolitaine
1988,femmes,14,71,France métropolitaine
1988,femmes,15,113,France métropolitaine
1988,femmes,16,136,France métropolitaine
1988,femmes,17,158,France métropolitaine
1988,femmes,18,173,France métropolitaine
1988,femmes,19,196,France métropolitaine
1988,femmes,20,185,France métropolitaine
1988,femmes,21,200,France métropolitaine
1988,femmes,22,205,France métropolitaine
1988,femmes,23,189,France métropolitaine
1988,femmes,24,226,France métropolitaine
1988,femmes,25,209,France métropolitaine
1988,femmes,26,245,France métropolitaine
1988,femmes,27,230,France métropolitaine
1988,femmes,28,244,France métropolitaine
1988,femmes,29,243,France métropolitaine
1988,femmes,30,266,France métropolitaine
1988,femmes,31,272,France métropolitaine
1988,femmes,32,282,France métropolitaine
1988,femmes,33,307,France métropolitaine
1988,femmes,34,334,France métropolitaine
1988,femmes,35,374,France métropolitaine
1988,femmes,36,425,France métropolitaine
1988,femmes,37,454,France métropolitaine
1988,femmes,38,449,France métropolitaine
1988,femmes,39,482,France métropolitaine
1988,femmes,40,523,France métropolitaine
1988,femmes,41,588,France métropolitaine
1988,femmes,42,582,France métropolitaine
1988,femmes,43,497,France métropolitaine
1988,femmes,44,589,France métropolitaine
1988,femmes,45,589,France métropolitaine
1988,femmes,46,564,France métropolitaine
1988,femmes,47,577,France métropolitaine
1988,femmes,48,668,France métropolitaine
1988,femmes,49,745,France métropolitaine
1988,femmes,50,815,France métropolitaine
1988,femmes,51,906,France métropolitaine
1988,femmes,52,992,France métropolitaine
1988,femmes,53,1170,France métropolitaine
1988,femmes,54,1142,France métropolitaine
1988,femmes,55,1211,France métropolitaine
1988,femmes,56,1376,France métropolitaine
1988,femmes,57,1583,France métropolitaine
1988,femmes,58,1640,France métropolitaine
1988,femmes,59,1668,France métropolitaine
1988,femmes,60,1826,France métropolitaine
1988,femmes,61,1979,France métropolitaine
1988,femmes,62,2096,France métropolitaine
1988,femmes,63,2247,France métropolitaine
1988,femmes,64,2420,France métropolitaine
1988,femmes,65,2597,France métropolitaine
1988,femmes,66,3010,France métropolitaine
1988,femmes,67,3268,France métropolitaine
1988,femmes,68,3179,France métropolitaine
1988,femmes,69,2096,France métropolitaine
1988,femmes,70,2263,France métropolitaine
1988,femmes,71,2246,France métropolitaine
1988,femmes,72,2511,France métropolitaine
1988,femmes,73,4340,France métropolitaine
1988,femmes,74,5466,France métropolitaine
1988,femmes,75,6213,France métropolitaine
1988,femmes,76,6552,France métropolitaine
1988,femmes,77,7238,France métropolitaine
1988,femmes,78,8217,France métropolitaine
1988,femmes,79,8726,France métropolitaine
1988,femmes,80,9529,France métropolitaine
1988,femmes,81,9830,France métropolitaine
1988,femmes,82,10571,France métropolitaine
1988,femmes,83,10984,France métropolitaine
1988,femmes,84,11089,France métropolitaine
1988,femmes,85,11306,France métropolitaine
1988,femmes,86,11307,France métropolitaine
1988,femmes,87,10667,France métropolitaine
1988,femmes,88,9872,France métropolitaine
1988,femmes,89,8816,France métropolitaine
1988,femmes,90,8081,France métropolitaine
1988,femmes,91,7311,France métropolitaine
1988,femmes,92,6143,France métropolitaine
1988,femmes,93,4907,France métropolitaine
1988,femmes,94,3993,France métropolitaine
1988,femmes,95,3103,France métropolitaine
1988,femmes,96,2349,France métropolitaine
1988,femmes,97,1732,France métropolitaine
1988,femmes,98,1202,France métropolitaine
1988,femmes,99,781,France métropolitaine
1988,femmes,100,1362,France métropolitaine
1989,femmes,0,2391,France métropolitaine
1989,femmes,1,217,France métropolitaine
1989,femmes,2,122,France métropolitaine
1989,femmes,3,108,France métropolitaine
1989,femmes,4,88,France métropolitaine
1989,femmes,5,74,France métropolitaine
1989,femmes,6,70,France métropolitaine
1989,femmes,7,65,France métropolitaine
1989,femmes,8,62,France métropolitaine
1989,femmes,9,65,France métropolitaine
1989,femmes,10,70,France métropolitaine
1989,femmes,11,59,France métropolitaine
1989,femmes,12,56,France métropolitaine
1989,femmes,13,79,France métropolitaine
1989,femmes,14,87,France métropolitaine
1989,femmes,15,102,France métropolitaine
1989,femmes,16,101,France métropolitaine
1989,femmes,17,148,France métropolitaine
1989,femmes,18,190,France métropolitaine
1989,femmes,19,201,France métropolitaine
1989,femmes,20,214,France métropolitaine
1989,femmes,21,191,France métropolitaine
1989,femmes,22,188,France métropolitaine
1989,femmes,23,210,France métropolitaine
1989,femmes,24,223,France métropolitaine
1989,femmes,25,207,France métropolitaine
1989,femmes,26,243,France métropolitaine
1989,femmes,27,206,France métropolitaine
1989,femmes,28,244,France métropolitaine
1989,femmes,29,259,France métropolitaine
1989,femmes,30,259,France métropolitaine
1989,femmes,31,272,France métropolitaine
1989,femmes,32,273,France métropolitaine
1989,femmes,33,336,France métropolitaine
1989,femmes,34,383,France métropolitaine
1989,femmes,35,350,France métropolitaine
1989,femmes,36,404,France métropolitaine
1989,femmes,37,431,France métropolitaine
1989,femmes,38,436,France métropolitaine
1989,femmes,39,588,France métropolitaine
1989,femmes,40,551,France métropolitaine
1989,femmes,41,620,France métropolitaine
1989,femmes,42,596,France métropolitaine
1989,femmes,43,592,France métropolitaine
1989,femmes,44,560,France métropolitaine
1989,femmes,45,604,France métropolitaine
1989,femmes,46,561,France métropolitaine
1989,femmes,47,575,France métropolitaine
1989,femmes,48,572,France métropolitaine
1989,femmes,49,771,France métropolitaine
1989,femmes,50,802,France métropolitaine
1989,femmes,51,866,France métropolitaine
1989,femmes,52,957,France métropolitaine
1989,femmes,53,1016,France métropolitaine
1989,femmes,54,1129,France métropolitaine
1989,femmes,55,1220,France métropolitaine
1989,femmes,56,1300,France métropolitaine
1989,femmes,57,1511,France métropolitaine
1989,femmes,58,1615,France métropolitaine
1989,femmes,59,1695,France métropolitaine
1989,femmes,60,1745,France métropolitaine
1989,femmes,61,1935,France métropolitaine
1989,femmes,62,2047,France métropolitaine
1989,femmes,63,2251,France métropolitaine
1989,femmes,64,2485,France métropolitaine
1989,femmes,65,2668,France métropolitaine
1989,femmes,66,2767,France métropolitaine
1989,femmes,67,3116,France métropolitaine
1989,femmes,68,3399,France métropolitaine
1989,femmes,69,3302,France métropolitaine
1989,femmes,70,2253,France métropolitaine
1989,femmes,71,2421,France métropolitaine
1989,femmes,72,2348,France métropolitaine
1989,femmes,73,2554,France métropolitaine
1989,femmes,74,4700,France métropolitaine
1989,femmes,75,6030,France métropolitaine
1989,femmes,76,6607,France métropolitaine
1989,femmes,77,7017,France métropolitaine
1989,femmes,78,7593,France métropolitaine
1989,femmes,79,8623,France métropolitaine
1989,femmes,80,9415,France métropolitaine
1989,femmes,81,9896,France métropolitaine
1989,femmes,82,10557,France métropolitaine
1989,femmes,83,10939,France métropolitaine
1989,femmes,84,11429,France métropolitaine
1989,femmes,85,11557,France métropolitaine
1989,femmes,86,11454,France métropolitaine
1989,femmes,87,11241,France métropolitaine
1989,femmes,88,10587,France métropolitaine
1989,femmes,89,9516,France métropolitaine
1989,femmes,90,8672,France métropolitaine
1989,femmes,91,7458,France métropolitaine
1989,femmes,92,6641,France métropolitaine
1989,femmes,93,5483,France métropolitaine
1989,femmes,94,4343,France métropolitaine
1989,femmes,95,3489,France métropolitaine
1989,femmes,96,2593,France métropolitaine
1989,femmes,97,1764,France métropolitaine
1989,femmes,98,1310,France métropolitaine
1989,femmes,99,861,France métropolitaine
1989,femmes,100,1569,France métropolitaine
1990,femmes,0,2315,France métropolitaine
1990,femmes,1,184,France métropolitaine
1990,femmes,2,119,France métropolitaine
1990,femmes,3,86,France métropolitaine
1990,femmes,4,74,France métropolitaine
1990,femmes,5,62,France métropolitaine
1990,femmes,6,64,France métropolitaine
1990,femmes,7,58,France métropolitaine
1990,femmes,8,57,France métropolitaine
1990,femmes,9,64,France métropolitaine
1990,femmes,10,62,France métropolitaine
1990,femmes,11,55,France métropolitaine
1990,femmes,12,55,France métropolitaine
1990,femmes,13,68,France métropolitaine
1990,femmes,14,59,France métropolitaine
1990,femmes,15,92,France métropolitaine
1990,femmes,16,109,France métropolitaine
1990,femmes,17,164,France métropolitaine
1990,femmes,18,177,France métropolitaine
1990,femmes,19,187,France métropolitaine
1990,femmes,20,184,France métropolitaine
1990,femmes,21,180,France métropolitaine
1990,femmes,22,175,France métropolitaine
1990,femmes,23,190,France métropolitaine
1990,femmes,24,196,France métropolitaine
1990,femmes,25,220,France métropolitaine
1990,femmes,26,242,France métropolitaine
1990,femmes,27,249,France métropolitaine
1990,femmes,28,227,France métropolitaine
1990,femmes,29,236,France métropolitaine
1990,femmes,30,272,France métropolitaine
1990,femmes,31,281,France métropolitaine
1990,femmes,32,274,France métropolitaine
1990,femmes,33,315,France métropolitaine
1990,femmes,34,359,France métropolitaine
1990,femmes,35,362,France métropolitaine
1990,femmes,36,409,France métropolitaine
1990,femmes,37,396,France métropolitaine
1990,femmes,38,483,France métropolitaine
1990,femmes,39,471,France métropolitaine
1990,femmes,40,521,France métropolitaine
1990,femmes,41,556,France métropolitaine
1990,femmes,42,614,France métropolitaine
1990,femmes,43,665,France métropolitaine
1990,femmes,44,612,France métropolitaine
1990,femmes,45,562,France métropolitaine
1990,femmes,46,627,France métropolitaine
1990,femmes,47,614,France métropolitaine
1990,femmes,48,612,France métropolitaine
1990,femmes,49,590,France métropolitaine
1990,femmes,50,785,France métropolitaine
1990,femmes,51,846,France métropolitaine
1990,femmes,52,929,France métropolitaine
1990,femmes,53,944,France métropolitaine
1990,femmes,54,1078,France métropolitaine
1990,femmes,55,1179,France métropolitaine
1990,femmes,56,1281,France métropolitaine
1990,femmes,57,1340,France métropolitaine
1990,femmes,58,1622,France métropolitaine
1990,femmes,59,1727,France métropolitaine
1990,femmes,60,1764,France métropolitaine
1990,femmes,61,1839,France métropolitaine
1990,femmes,62,2012,France métropolitaine
1990,femmes,63,2156,France métropolitaine
1990,femmes,64,2323,France métropolitaine
1990,femmes,65,2373,France métropolitaine
1990,femmes,66,2642,France métropolitaine
1990,femmes,67,2953,France métropolitaine
1990,femmes,68,3296,France métropolitaine
1990,femmes,69,3694,France métropolitaine
1990,femmes,70,3472,France métropolitaine
1990,femmes,71,2437,France métropolitaine
1990,femmes,72,2586,France métropolitaine
1990,femmes,73,2597,France métropolitaine
1990,femmes,74,2861,France métropolitaine
1990,femmes,75,5184,France métropolitaine
1990,femmes,76,6247,France métropolitaine
1990,femmes,77,7212,France métropolitaine
1990,femmes,78,7406,France métropolitaine
1990,femmes,79,8443,France métropolitaine
1990,femmes,80,9145,France métropolitaine
1990,femmes,81,9872,France métropolitaine
1990,femmes,82,10612,France métropolitaine
1990,femmes,83,10857,France métropolitaine
1990,femmes,84,11217,France métropolitaine
1990,femmes,85,11364,France métropolitaine
1990,femmes,86,11455,France métropolitaine
1990,femmes,87,11214,France métropolitaine
1990,femmes,88,10678,France métropolitaine
1990,femmes,89,10096,France métropolitaine
1990,femmes,90,8863,France métropolitaine
1990,femmes,91,7638,France métropolitaine
1990,femmes,92,6847,France métropolitaine
1990,femmes,93,5755,France métropolitaine
1990,femmes,94,4687,France métropolitaine
1990,femmes,95,3497,France métropolitaine
1990,femmes,96,2733,France métropolitaine
1990,femmes,97,1982,France métropolitaine
1990,femmes,98,1330,France métropolitaine
1990,femmes,99,954,France métropolitaine
1990,femmes,100,1708,France métropolitaine
1991,femmes,0,2269,France métropolitaine
1991,femmes,1,213,France métropolitaine
1991,femmes,2,137,France métropolitaine
1991,femmes,3,86,France métropolitaine
1991,femmes,4,88,France métropolitaine
1991,femmes,5,74,France métropolitaine
1991,femmes,6,64,France métropolitaine
1991,femmes,7,53,France métropolitaine
1991,femmes,8,66,France métropolitaine
1991,femmes,9,57,France métropolitaine
1991,femmes,10,53,France métropolitaine
1991,femmes,11,60,France métropolitaine
1991,femmes,12,56,France métropolitaine
1991,femmes,13,64,France métropolitaine
1991,femmes,14,66,France métropolitaine
1991,femmes,15,91,France métropolitaine
1991,femmes,16,113,France métropolitaine
1991,femmes,17,133,France métropolitaine
1991,femmes,18,181,France métropolitaine
1991,femmes,19,182,France métropolitaine
1991,femmes,20,189,France métropolitaine
1991,femmes,21,171,France métropolitaine
1991,femmes,22,212,France métropolitaine
1991,femmes,23,198,France métropolitaine
1991,femmes,24,205,France métropolitaine
1991,femmes,25,212,France métropolitaine
1991,femmes,26,268,France métropolitaine
1991,femmes,27,255,France métropolitaine
1991,femmes,28,234,France métropolitaine
1991,femmes,29,286,France métropolitaine
1991,femmes,30,254,France métropolitaine
1991,femmes,31,279,France métropolitaine
1991,femmes,32,305,France métropolitaine
1991,femmes,33,320,France métropolitaine
1991,femmes,34,375,France métropolitaine
1991,femmes,35,374,France métropolitaine
1991,femmes,36,374,France métropolitaine
1991,femmes,37,375,France métropolitaine
1991,femmes,38,442,France métropolitaine
1991,femmes,39,462,France métropolitaine
1991,femmes,40,538,France métropolitaine
1991,femmes,41,611,France métropolitaine
1991,femmes,42,627,France métropolitaine
1991,femmes,43,655,France métropolitaine
1991,femmes,44,688,France métropolitaine
1991,femmes,45,671,France métropolitaine
1991,femmes,46,611,France métropolitaine
1991,femmes,47,658,France métropolitaine
1991,femmes,48,653,France métropolitaine
1991,femmes,49,676,France métropolitaine
1991,femmes,50,631,France métropolitaine
1991,femmes,51,782,France métropolitaine
1991,femmes,52,943,France métropolitaine
1991,femmes,53,933,France métropolitaine
1991,femmes,54,1027,France métropolitaine
1991,femmes,55,1118,France métropolitaine
1991,femmes,56,1180,France métropolitaine
1991,femmes,57,1308,France métropolitaine
1991,femmes,58,1497,France métropolitaine
1991,femmes,59,1672,France métropolitaine
1991,femmes,60,1703,France métropolitaine
1991,femmes,61,1848,France métropolitaine
1991,femmes,62,2019,France métropolitaine
1991,femmes,63,2194,France métropolitaine
1991,femmes,64,2312,France métropolitaine
1991,femmes,65,2503,France métropolitaine
1991,femmes,66,2738,France métropolitaine
1991,femmes,67,2857,France métropolitaine
1991,femmes,68,3208,France métropolitaine
1991,femmes,69,3604,France métropolitaine
1991,femmes,70,4056,France métropolitaine
1991,femmes,71,3768,France métropolitaine
1991,femmes,72,2570,France métropolitaine
1991,femmes,73,2766,France métropolitaine
1991,femmes,74,2723,France métropolitaine
1991,femmes,75,2974,France métropolitaine
1991,femmes,76,5443,France métropolitaine
1991,femmes,77,6733,France métropolitaine
1991,femmes,78,7638,France métropolitaine
1991,femmes,79,8015,France métropolitaine
1991,femmes,80,8873,France métropolitaine
1991,femmes,81,9679,France métropolitaine
1991,femmes,82,10309,France métropolitaine
1991,femmes,83,10810,France métropolitaine
1991,femmes,84,11142,France métropolitaine
1991,femmes,85,11395,France métropolitaine
1991,femmes,86,11306,France métropolitaine
1991,femmes,87,11233,France métropolitaine
1991,femmes,88,10729,France métropolitaine
1991,femmes,89,10411,France métropolitaine
1991,femmes,90,9358,France métropolitaine
1991,femmes,91,8065,France métropolitaine
1991,femmes,92,6701,France métropolitaine
1991,femmes,93,5810,France métropolitaine
1991,femmes,94,4560,France métropolitaine
1991,femmes,95,3680,France métropolitaine
1991,femmes,96,2767,France métropolitaine
1991,femmes,97,2087,France métropolitaine
1991,femmes,98,1477,France métropolitaine
1991,femmes,99,995,France métropolitaine
1991,femmes,100,1691,France métropolitaine
1992,femmes,0,2063,France métropolitaine
1992,femmes,1,168,France métropolitaine
1992,femmes,2,107,France métropolitaine
1992,femmes,3,65,France métropolitaine
1992,femmes,4,72,France métropolitaine
1992,femmes,5,72,France métropolitaine
1992,femmes,6,69,France métropolitaine
1992,femmes,7,59,France métropolitaine
1992,femmes,8,47,France métropolitaine
1992,femmes,9,60,France métropolitaine
1992,femmes,10,48,France métropolitaine
1992,femmes,11,55,France métropolitaine
1992,femmes,12,55,France métropolitaine
1992,femmes,13,59,France métropolitaine
1992,femmes,14,69,France métropolitaine
1992,femmes,15,83,France métropolitaine
1992,femmes,16,100,France métropolitaine
1992,femmes,17,129,France métropolitaine
1992,femmes,18,168,France métropolitaine
1992,femmes,19,165,France métropolitaine
1992,femmes,20,168,France métropolitaine
1992,femmes,21,158,France métropolitaine
1992,femmes,22,211,France métropolitaine
1992,femmes,23,198,France métropolitaine
1992,femmes,24,198,France métropolitaine
1992,femmes,25,223,France métropolitaine
1992,femmes,26,227,France métropolitaine
1992,femmes,27,235,France métropolitaine
1992,femmes,28,287,France métropolitaine
1992,femmes,29,269,France métropolitaine
1992,femmes,30,303,France métropolitaine
1992,femmes,31,298,France métropolitaine
1992,femmes,32,328,France métropolitaine
1992,femmes,33,362,France métropolitaine
1992,femmes,34,331,France métropolitaine
1992,femmes,35,425,France métropolitaine
1992,femmes,36,396,France métropolitaine
1992,femmes,37,446,France métropolitaine
1992,femmes,38,431,France métropolitaine
1992,femmes,39,521,France métropolitaine
1992,femmes,40,520,France métropolitaine
1992,femmes,41,549,France métropolitaine
1992,femmes,42,589,France métropolitaine
1992,femmes,43,670,France métropolitaine
1992,femmes,44,676,France métropolitaine
1992,femmes,45,771,France métropolitaine
1992,femmes,46,689,France métropolitaine
1992,femmes,47,654,France métropolitaine
1992,femmes,48,720,France métropolitaine
1992,femmes,49,709,France métropolitaine
1992,femmes,50,666,France métropolitaine
1992,femmes,51,650,France métropolitaine
1992,femmes,52,849,France métropolitaine
1992,femmes,53,942,France métropolitaine
1992,femmes,54,1068,France métropolitaine
1992,femmes,55,1092,France métropolitaine
1992,femmes,56,1180,France métropolitaine
1992,femmes,57,1294,France métropolitaine
1992,femmes,58,1415,France métropolitaine
1992,femmes,59,1519,France métropolitaine
1992,femmes,60,1671,France métropolitaine
1992,femmes,61,1871,France métropolitaine
1992,femmes,62,1937,France métropolitaine
1992,femmes,63,2080,France métropolitaine
1992,femmes,64,2259,France métropolitaine
1992,femmes,65,2445,France métropolitaine
1992,femmes,66,2751,France métropolitaine
1992,femmes,67,2881,France métropolitaine
1992,femmes,68,3104,France métropolitaine
1992,femmes,69,3291,France métropolitaine
1992,femmes,70,3827,France métropolitaine
1992,femmes,71,4260,France métropolitaine
1992,femmes,72,4105,France métropolitaine
1992,femmes,73,2819,France métropolitaine
1992,femmes,74,3003,France métropolitaine
1992,femmes,75,2965,France métropolitaine
1992,femmes,76,3324,France métropolitaine
1992,femmes,77,5789,France métropolitaine
1992,femmes,78,7125,France métropolitaine
1992,femmes,79,8002,France métropolitaine
1992,femmes,80,8473,France métropolitaine
1992,femmes,81,9188,France métropolitaine
1992,femmes,82,10065,France métropolitaine
1992,femmes,83,10688,France métropolitaine
1992,femmes,84,11178,France métropolitaine
1992,femmes,85,11151,France métropolitaine
1992,femmes,86,11198,France métropolitaine
1992,femmes,87,11202,France métropolitaine
1992,femmes,88,10771,France métropolitaine
1992,femmes,89,10439,France métropolitaine
1992,femmes,90,9592,France métropolitaine
1992,femmes,91,8432,France métropolitaine
1992,femmes,92,7007,France métropolitaine
1992,femmes,93,5967,France métropolitaine
1992,femmes,94,4864,France métropolitaine
1992,femmes,95,3890,France métropolitaine
1992,femmes,96,2900,France métropolitaine
1992,femmes,97,2103,France métropolitaine
1992,femmes,98,1509,France métropolitaine
1992,femmes,100,2948,France métropolitaine
1993,femmes,0,1872,France métropolitaine
1993,femmes,1,158,France métropolitaine
1993,femmes,2,111,France métropolitaine
1993,femmes,3,70,France métropolitaine
1993,femmes,4,76,France métropolitaine
1993,femmes,5,65,France métropolitaine
1993,femmes,6,51,France métropolitaine
1993,femmes,7,52,France métropolitaine
1993,femmes,8,72,France métropolitaine
1993,femmes,9,46,France métropolitaine
1993,femmes,10,58,France métropolitaine
1993,femmes,11,54,France métropolitaine
